seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
163,S100UNXF,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,030001,130.0,,,2024-11-08 09:30,訂正有価証券報告書－第97期(2020/04/01－2021/03/31),,,,,S100LOON,,0,0,0,1,1,0,0,1,1
164,S100UKW8,E00669,39460,7010001024692.0,株式会社トーモク,,10.0,042000,135.0,,,2024-11-08 09:30,確認書,,,,,,,0,0,0,0,1,0,0,0,1
165,S100UJYA,E06748,,2010001049257.0,大和アセットマネジメント株式会社,G13605,30.0,04A000,30.0,,,2024-11-08 09:30,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
166,S100UKY3,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G11332,30.0,07A000,120.0,2024-02-10,2024-08-09,2024-11-08 09:30,有価証券報告書（内国投資信託受益証券）－第18期(2024/02/10－2024/08/09),,,,,,,0,0,0,1,1,1,0,1,1
167,S100UM2I,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G15101,30.0,04A000,30.0,,,2024-11-08 09:31,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
168,S100UN4N,E01471,60180,1140001010149.0,阪神内燃機工業株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:31,半期報告書－第160期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
169,S100UMJL,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G11331,30.0,07A000,120.0,2024-02-10,2024-08-09,2024-11-08 09:31,有価証券報告書（内国投資信託受益証券）－第17期(2024/02/10－2024/08/09),,,,,,,0,0,0,1,1,1,0,1,1
170,S100UKY5,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G12682,30.0,04A000,30.0,,,2024-11-08 09:32,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
171,S100UNA1,E00060,18200,8010401021454.0,西松建設株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:32,半期報告書－第88期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
172,S100UMTZ,E02012,65180,5140001059091.0,三相電機株式会社,,10.0,043A00,160.0,2024-04-01,2025-09-30,2024-11-08 09:33,半期報告書－第68期(2024/04/01－2025/09/30),,,,,,,0,2,0,1,1,0,0,1,1
173,S100UMU2,E02012,65180,5140001059091.0,三相電機株式会社,,10.0,042000,135.0,,,2024-11-08 09:33,確認書,,,,,,,0,0,0,0,1,0,0,0,1
174,S100UKY6,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G12682,30.0,07A000,120.0,2024-02-10,2024-08-09,2024-11-08 09:34,有価証券報告書（内国投資信託受益証券）－第14期(2024/02/10－2024/08/09),,,,,,,0,0,0,1,1,1,0,1,1
175,S100UO1H,E01438,59880,7020001030260.0,株式会社パイオラックス,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:34,半期報告書－第109期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
176,S100UN4P,E01471,60180,1140001010149.0,阪神内燃機工業株式会社,,10.0,042000,135.0,,,2024-11-08 09:34,確認書,,,,,,,0,0,0,0,1,0,0,0,1
177,S100UMTT,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G11731,30.0,04A000,30.0,,,2024-11-08 09:34,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
178,S100UNAL,E00060,18200,8010401021454.0,西松建設株式会社,,10.0,042000,135.0,,,2024-11-08 09:34,確認書,,,,,,,0,0,0,0,1,0,0,0,1
179,S100UNXJ,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,030001,130.0,,,2024-11-08 09:35,訂正有価証券報告書－第98期(2021/04/01－2022/03/31),,,,,S100ODQ8,,0,0,0,1,1,0,0,1,1
180,S100UMB4,E02752,99130,1120901007832.0,日邦産業株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:35,半期報告書－第74期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
181,S100UNM8,E02265,77010,6130001021068.0,株式会社　島津製作所,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:35,半期報告書－第162期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
182,S100UO1L,E01438,59880,7020001030260.0,株式会社パイオラックス,,10.0,042000,135.0,,,2024-11-08 09:35,確認書,,,,,,,0,0,0,0,1,0,0,0,1
183,S100ULTJ,E00052,18010,4011101011880.0,大成建設株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:35,半期報告書－第165期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
184,S100UMVW,E00073,19410,9240001006971.0,株式会社中電工,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:35,半期報告書－第109期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
185,S100UNC6,E03003,30550,2430001032501.0,株式会社ほくやく・竹山ホールディングス,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:35,半期報告書－第19期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
186,S100UKY7,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G14546,30.0,04A000,30.0,,,2024-11-08 09:36,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
187,S100UMGT,E00052,18010,4011101011880.0,大成建設株式会社,,10.0,042000,135.0,,,2024-11-08 09:36,確認書,,,,,,,0,0,0,0,1,0,0,0,1
188,S100UMUO,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G11731,30.0,07A000,120.0,2024-02-10,2024-08-09,2024-11-08 09:36,有価証券報告書（内国投資信託受益証券）－第17期(2024/02/10－2024/08/09),,,,,,,0,0,0,1,1,1,0,1,1
189,S100UMVB,E00073,19410,9240001006971.0,株式会社中電工,,10.0,042000,135.0,,,2024-11-08 09:36,確認書,,,,,,,0,0,0,0,1,0,0,0,1
190,S100UNMB,E02265,77010,6130001021068.0,株式会社　島津製作所,,10.0,042000,135.0,,,2024-11-08 09:36,確認書,,,,,,,0,0,0,0,1,0,0,0,1
191,S100UO6K,E40197,,3010001249260.0,ＵＤＯＮ株式会社,,40.0,020000,240.0,,,2024-11-08 09:36,公開買付届出書,,E01876,,,,,0,0,0,1,1,1,0,1,1
192,S100UNS4,E02752,99130,1120901007832.0,日邦産業株式会社,,10.0,042000,135.0,,,2024-11-08 09:37,確認書,,,,,,,0,0,0,0,1,0,0,0,1
193,S100UNGJ,E03003,30550,2430001032501.0,株式会社ほくやく・竹山ホールディングス,,10.0,042000,135.0,,,2024-11-08 09:37,確認書,,,,,,,0,0,0,0,1,0,0,0,1
194,S100UNXM,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,043001,150.0,,,2024-11-08 09:38,訂正四半期報告書－第99期第3四半期(2022/10/01－2022/12/31),,,,,S100Q6R1,,0,0,0,1,1,0,0,1,1
195,S100UKY8,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G14546,30.0,07A000,120.0,2024-02-10,2024-08-09,2024-11-08 09:38,有価証券報告書（内国投資信託受益証券）－第5期(2024/02/10－2024/08/09),,,,,,,0,0,0,1,1,1,0,1,1
196,S100UMZF,E00121,18260,9070001001420.0,佐田建設株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:39,半期報告書－第76期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
197,S100UMV2,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G14547,30.0,04A000,30.0,,,2024-11-08 09:39,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
198,S100UO6Q,E04148,90210,1120001059675.0,西日本旅客鉄道株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:40,半期報告書－第38期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
199,S100UMV8,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G14547,30.0,07A000,120.0,2024-02-10,2024-08-09,2024-11-08 09:41,有価証券報告書（内国投資信託受益証券）－第5期(2024/02/10－2024/08/09),,,,,,,0,0,0,1,1,1,0,1,1
200,S100UO7J,E01607,64790,8100001007753.0,ミネベアミツミ株式会社,,10.0,170000,220.0,,,2024-11-08 09:41,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
201,S100UO7L,E24753,78180,4011001032309.0,株式会社トランザクション,,10.0,170000,220.0,,,2024-11-08 09:42,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
202,S100UNXP,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,030001,130.0,,,2024-11-08 09:42,訂正有価証券報告書－第99期(2022/04/01－2023/03/31),,,,,S100RANG,,0,0,0,1,1,0,0,1,1
203,S100UNV4,E01951,66520,6120001053789.0,ＩＤＥＣ株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:43,半期報告書－第78期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
204,S100UN9C,E03756,86090,1010001034747.0,株式会社岡三証券グループ,,10.0,170000,220.0,,,2024-11-08 09:43,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
205,S100UNX9,E01951,66520,6120001053789.0,ＩＤＥＣ株式会社,,10.0,042000,135.0,,,2024-11-08 09:44,確認書,,,,,,,0,0,0,0,1,0,0,0,1
206,S100UN12,E00121,18260,9070001001420.0,佐田建設株式会社,,10.0,042000,135.0,,,2024-11-08 09:44,確認書,,,,,,,0,0,0,0,1,0,0,0,1
207,S100UMVL,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G14832,30.0,04A000,30.0,,,2024-11-08 09:44,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
208,S100UO7O,E04148,90210,1120001059675.0,西日本旅客鉄道株式会社,,10.0,042000,135.0,,,2024-11-08 09:45,確認書,,,,,,,0,0,0,0,1,0,0,0,1
209,S100UMZ3,E01653,64550,7120001019062.0,株式会社モリタホールディングス,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:45,半期報告書－第92期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
210,S100UNXT,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,043001,150.0,,,2024-11-08 09:45,訂正四半期報告書－第100期第1四半期(2023/04/01－2023/06/30),,,,,S100ROKY,,0,0,0,1,1,0,0,1,1
211,S100UKXZ,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G13168,30.0,07A000,120.0,2024-02-10,2024-08-09,2024-11-08 09:46,有価証券報告書（内国投資信託受益証券）－第12期(2024/02/10－2024/08/09),,,,,,,0,0,0,1,1,1,0,1,1
212,S100UMZD,E01653,64550,7120001019062.0,株式会社モリタホールディングス,,10.0,042000,135.0,,,2024-11-08 09:46,確認書,,,,,,,0,0,0,0,1,0,0,0,1
213,S100UN2Q,E05065,17380,1180001013107.0,株式会社ニットー,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:46,半期報告書－第52期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
214,S100UNJU,E00821,42050,9010001008834.0,日本ゼオン株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:47,半期報告書－第100期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
215,S100UMVS,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G14832,30.0,07A000,120.0,2024-02-10,2024-08-09,2024-11-08 09:47,有価証券報告書（内国投資信託受益証券）－第2期(2024/02/10－2024/08/09),,,,,,,0,0,0,1,1,1,0,1,1
216,S100ULU8,E26704,,6010001141324.0,カレラアセットマネジメント株式会社,G12559,30.0,04A001,40.0,,,2024-11-08 09:47,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100UFIV,,0,0,0,1,1,0,0,1,1
217,S100UNJC,E00821,42050,9010001008834.0,日本ゼオン株式会社,,10.0,042000,135.0,,,2024-11-08 09:47,確認書,,,,,,,0,0,0,0,1,0,0,0,1
218,S100UN2S,E05065,17380,1180001013107.0,株式会社ニットー,,10.0,042000,135.0,,,2024-11-08 09:48,確認書,,,,,,,0,0,0,0,1,0,0,0,1
219,S100UNIP,E00821,42050,9010001008834.0,日本ゼオン株式会社,,10.0,170000,220.0,,,2024-11-08 09:48,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
220,S100UNXW,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,043001,150.0,,,2024-11-08 09:48,訂正四半期報告書－第100期第2四半期(2023/07/01－2023/09/30),,,,,S100S709,,0,0,0,1,1,0,0,1,1
221,S100ULU9,E26704,,6010001141324.0,カレラアセットマネジメント株式会社,G15148,30.0,04A001,40.0,,,2024-11-08 09:48,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100SMQX,,0,0,0,1,1,0,0,1,1
222,S100UNXY,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,043001,150.0,,,2024-11-08 09:50,訂正四半期報告書－第100期第3四半期(2023/10/01－2023/12/31),,,,,S100STH3,,0,0,0,1,1,0,0,1,1
223,S100UNY2,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,030001,130.0,,,2024-11-08 09:54,訂正有価証券報告書－第100期(2023/04/01－2024/03/31),,,,,S100TPHI,,0,0,0,1,1,0,0,1,1
224,S100UL5L,E21671,,1010001082655.0,レオス・キャピタルワークス株式会社,G13620,30.0,10A000,160.0,2024-02-16,2025-02-17,2024-11-08 09:55,半期報告書（内国投資信託受益証券）－第6期(2024/02/16－2025/02/17),,,,,,,0,0,0,1,1,0,0,1,1
225,S100UL5M,E21671,,1010001082655.0,レオス・キャピタルワークス株式会社,G13620,30.0,04A000,30.0,,,2024-11-08 09:57,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
226,S100UNT8,E01139,53310,4180001026725.0,ノリタケ株式会社,,10.0,170000,220.0,,,2024-11-08 09:58,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
227,S100UNM9,E33557,65570,6010601048836.0,ＡＩＡＩグループ株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 09:58,半期報告書－第10期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
228,S100UO7Q,E20098,,8130001015101.0,ＤＭＣ株式会社,,60.0,010002,350.0,,,2024-11-08 09:59,変更報告書,E01876,,,,S100U9CO,,0,0,0,1,1,1,0,1,1
229,S100UNMT,E33557,65570,6010601048836.0,ＡＩＡＩグループ株式会社,,10.0,042000,135.0,,,2024-11-08 09:59,確認書,,,,,,,0,0,0,0,1,0,0,0,1
230,S100UO86,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,042100,135.0,,,2024-11-08 09:59,確認書,,,,,S100UNXA,,0,0,0,0,1,0,0,0,1
231,S100UO22,E05025,46840,8010001039574.0,株式会社オービック,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:00,半期報告書－第58期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
232,S100UMCQ,E30438,42460,3240001036909.0,ダイキョーニシカワ株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:00,半期報告書－第18期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
233,S100UO3U,E05686,21480,1010001092299.0,アイティメディア株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:00,半期報告書－第26期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
234,S100UNGO,E00528,31060,4260001013120.0,倉敷紡績株式会社,,10.0,170000,220.0,,,2024-11-08 10:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
235,S100UO1T,E00250,17990,4110001002922.0,第一建設工業株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:00,半期報告書－第83期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
236,S100UO11,E02201,72770,5012301001794.0,株式会社ＴＢＫ,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:00,半期報告書－第89期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
237,S100UNYZ,E01593,72590,6180301013611.0,株式会社アイシン,,10.0,113001,90.0,,,2024-11-08 10:00,訂正発行登録書,,,,,S100S35L,,0,0,0,0,1,0,0,0,1
238,S100UO71,E30438,42460,3240001036909.0,ダイキョーニシカワ株式会社,,10.0,042000,135.0,,,2024-11-08 10:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
239,S100UO1W,E00250,17990,4110001002922.0,第一建設工業株式会社,,10.0,042000,135.0,,,2024-11-08 10:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
240,S100UO1F,E02201,72770,5012301001794.0,株式会社ＴＢＫ,,10.0,042000,135.0,,,2024-11-08 10:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
241,S100UO3Z,E05686,21480,1010001092299.0,アイティメディア株式会社,,10.0,042000,135.0,,,2024-11-08 10:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
242,S100UO70,E00948,45590,7010001034790.0,ゼリア新薬工業株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:00,半期報告書－第71期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
243,S100UO75,E00948,45590,7010001034790.0,ゼリア新薬工業株式会社,,10.0,042000,135.0,,,2024-11-08 10:01,確認書,,,,,,,0,0,0,0,1,0,0,0,1
244,S100UNUL,E04867,96630,7430001056297.0,株式会社ナガワ,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:01,半期報告書－第61期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
245,S100UNR8,E05736,36220,5010401094866.0,ネットイヤーグループ株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:01,半期報告書－第26期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
246,S100UNFA,E02902,76190,8010701005900.0,田中商事株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:01,半期報告書－第64期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
247,S100UO25,E05025,46840,8010001039574.0,株式会社オービック,,10.0,042000,135.0,,,2024-11-08 10:02,確認書,,,,,,,0,0,0,0,1,0,0,0,1
248,S100UNVJ,E04867,96630,7430001056297.0,株式会社ナガワ,,10.0,042000,135.0,,,2024-11-08 10:02,確認書,,,,,,,0,0,0,0,1,0,0,0,1
249,S100UNIA,E02658,81380,8120001080385.0,三京化成株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:02,半期報告書－第99期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
250,S100UNGA,E02902,76190,8010701005900.0,田中商事株式会社,,10.0,042000,135.0,,,2024-11-08 10:02,確認書,,,,,,,0,0,0,0,1,0,0,0,1
251,S100UO8E,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,042100,135.0,,,2024-11-08 10:02,確認書,,,,,S100UNXF,,0,0,0,0,1,0,0,0,1
252,S100UNQ1,E05736,36220,5010401094866.0,ネットイヤーグループ株式会社,,10.0,042000,135.0,,,2024-11-08 10:02,確認書,,,,,,,0,0,0,0,1,0,0,0,1
253,S100UMU8,E03563,83590,3100001002833.0,株式会社八十二銀行,,10.0,170000,220.0,,,2024-11-08 10:02,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
254,S100UNX6,E00768,40430,1250001009080.0,株式会社トクヤマ,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:02,半期報告書－第161期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
255,S100UNNF,E00768,40430,1250001009080.0,株式会社トクヤマ,,10.0,042000,135.0,,,2024-11-08 10:03,確認書,,,,,,,0,0,0,0,1,0,0,0,1
256,S100UNIJ,E02658,81380,8120001080385.0,三京化成株式会社,,10.0,042000,135.0,,,2024-11-08 10:04,確認書,,,,,,,0,0,0,0,1,0,0,0,1
257,S100UNP6,E03793,86170,6120001077409.0,光世証券株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:04,半期報告書－第65期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
258,S100UN91,E03399,27300,3240001041231.0,株式会社エディオン,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:04,半期報告書－第24期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
259,S100UN92,E03399,27300,3240001041231.0,株式会社エディオン,,10.0,042000,135.0,,,2024-11-08 10:04,確認書,,,,,,,0,0,0,0,1,0,0,0,1
260,S100UMWM,E03399,27300,3240001041231.0,株式会社エディオン,,10.0,170000,220.0,,,2024-11-08 10:04,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
261,S100UNPB,E03793,86170,6120001077409.0,光世証券株式会社,,10.0,042000,135.0,,,2024-11-08 10:05,確認書,,,,,,,0,0,0,0,1,0,0,0,1
262,S100UO5N,E01627,63820,6180301021663.0,トリニティ工業株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:05,半期報告書－第91期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
263,S100UO8F,E32437,,2250001015730.0,ワイエムアセットマネジメント株式会社,G12277,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-08 10:05,有価証券報告書（内国投資信託受益証券）－第16期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
264,S100UN18,E03627,,2010001146005.0,三井住友信託銀行株式会社,,60.0,010002,350.0,,,2024-11-08 10:06,変更報告書,E05624,,,,S100HIIH,,0,0,0,1,1,1,0,1,1
265,S100UNVO,E22440,31510,4010901024332.0,株式会社バイタルケーエスケー・ホールディングス,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:06,半期報告書－第16期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
266,S100UMMM,E21671,,1010001082655.0,レオス・キャピタルワークス株式会社,G13534,30.0,10A000,160.0,2024-02-16,2025-02-17,2024-11-08 10:06,半期報告書（内国投資信託受益証券）－第6期(2024/02/16－2025/02/17),,,,,,,0,0,0,1,1,0,0,1,1
267,S100UO8L,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,042100,135.0,,,2024-11-08 10:06,確認書,,,,,S100UNXJ,,0,0,0,0,1,0,0,0,1
268,S100UO5O,E01627,63820,6180301021663.0,トリニティ工業株式会社,,10.0,042000,135.0,,,2024-11-08 10:07,確認書,,,,,,,0,0,0,0,1,0,0,0,1
269,S100UNW8,E22440,31510,4010901024332.0,株式会社バイタルケーエスケー・ホールディングス,,10.0,042000,135.0,,,2024-11-08 10:07,確認書,,,,,,,0,0,0,0,1,0,0,0,1
270,S100UMMR,E21671,,1010001082655.0,レオス・キャピタルワークス株式会社,G13534,30.0,04A000,30.0,,,2024-11-08 10:09,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
271,S100UNKU,E04919,96000,7020001030145.0,株式会社アイネット,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:09,半期報告書－第54期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
272,S100UNSL,E03251,74640,7010001004224.0,セフテック株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:09,半期報告書－第68期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
273,S100UNKW,E04919,96000,7020001030145.0,株式会社アイネット,,10.0,042000,135.0,,,2024-11-08 10:09,確認書,,,,,,,0,0,0,0,1,0,0,0,1
274,S100UN3V,E01953,69630,9130001000052.0,ローム株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:10,半期報告書－第67期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
275,S100UNE0,E03532,,6010001008845.0,株式会社みずほ銀行,,60.0,030002,350.0,,,2024-11-08 10:10,変更報告書（特例対象株券等）,E00550,,,,,,0,0,0,1,1,1,0,1,1
276,S100UNE4,E03532,,6010001008845.0,株式会社みずほ銀行,,60.0,030002,350.0,,,2024-11-08 10:10,変更報告書（特例対象株券等）,E01415,,,,,,0,0,0,1,1,1,0,1,1
277,S100UNE3,E03532,,6010001008845.0,株式会社みずほ銀行,,60.0,030002,350.0,,,2024-11-08 10:10,変更報告書（特例対象株券等）,E01051,,,,S100PR94,,0,0,0,1,1,1,0,1,1
278,S100UNE6,E03532,,6010001008845.0,株式会社みずほ銀行,,60.0,030002,350.0,,,2024-11-08 10:10,変更報告書（特例対象株券等）,E01827,,,,,,0,0,0,1,1,1,0,1,1
279,S100UNE1,E03532,,6010001008845.0,株式会社みずほ銀行,,60.0,030002,350.0,,,2024-11-08 10:10,変更報告書（特例対象株券等）,E00759,,,,,,0,0,0,1,1,1,0,1,1
280,S100UNE5,E03532,,6010001008845.0,株式会社みずほ銀行,,60.0,030002,350.0,,,2024-11-08 10:10,変更報告書（特例対象株券等）,E01645,,,,S100N6PC,,0,0,0,1,1,1,0,1,1
281,S100UNE2,E03532,,6010001008845.0,株式会社みずほ銀行,,60.0,030000,350.0,,,2024-11-08 10:10,大量保有報告書（特例対象株券等）,E00897,,,,,,0,0,0,1,1,1,0,1,1
282,S100UNE7,E03532,,6010001008845.0,株式会社みずほ銀行,,60.0,030002,350.0,,,2024-11-08 10:10,変更報告書（特例対象株券等）,E01786,,,,S100LXSC,,0,0,0,1,1,1,0,1,1
283,S100UNE8,E03532,,6010001008845.0,株式会社みずほ銀行,,60.0,030002,350.0,,,2024-11-08 10:10,変更報告書（特例対象株券等）,E38017,,,,S100RD14,,0,0,0,1,1,1,0,1,1
284,S100UMHR,E05664,38370,8010401052268.0,アドソル日進株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-08 10:11,半期報告書－第50期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
285,S100UNT3,E03251,74640,7010001004224.0,セフテック株式会社,,10.0,042000,135.0,,,2024-11-08 10:11,確認書,,,,,,,0,0,0,0,1,0,0,0,1
286,S100UO8S,E01233,56320,8010001058095.0,三菱製鋼株式会社,,10.0,042300,135.0,,,2024-11-08 10:11,確認書,,,,,S100UNXM,,0,0,0,0,1,0,0,0,1
